,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter
12,99.0,42.0,4.0,2.0,128.0,32.0,0.0,0.0,0.0,8.0,16.0,8.0,0.0,32.0,45.0,0.596,0.476,45.0,0.0,0.0,0.0
13,99.0,0.0,40.0,2.0,8.0,55.0,0.0,0.0,0.0,7.0,30.0,17.0,1.0,55.0,35.0,0.637,0.55,35.0,0.0,0.0,0.0
14,99.0,0.0,49.0,1.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,24.0,0.681,0.616,24.0,0.0,0.0,0.0
15,99.0,0.0,49.0,1.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,18.0,0.708,0.654,18.0,0.0,0.0,0.0
16,99.0,0.0,49.0,1.0,0.0,57.0,0.0,0.0,0.0,4.0,19.0,2.0,32.0,57.0,34.0,0.647,0.56,34.0,0.0,0.0,0.0
17,99.0,12.0,6.0,1.0,67.0,40.0,0.0,0.0,0.0,10.0,20.0,10.0,0.0,40.0,45.0,0.608,0.51,45.0,0.0,0.0,0.0
18,99.0,6.0,1.0,2.0,59.0,47.0,0.0,0.0,0.0,12.0,22.0,12.0,1.0,47.0,35.0,0.628,0.532,35.0,0.0,0.0,0.0
19,99.0,15.0,5.0,1.0,74.0,44.0,0.0,0.0,0.0,10.0,22.0,11.0,1.0,44.0,37.0,0.642,0.537,37.0,0.0,0.0,0.0
20,99.0,0.0,49.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,34.0,0.646,0.56,34.0,0.0,0.0,0.0
21,99.0,0.0,49.0,1.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,32.0,0.669,0.591,32.0,0.0,0.0,0.0
22,99.0,0.0,49.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,33.0,0.646,0.572,33.0,0.0,0.0,0.0
23,99.0,0.0,49.0,1.0,0.0,50.0,0.0,0.0,0.0,4.0,21.0,6.0,19.0,50.0,44.0,0.638,0.533,44.0,0.0,0.0,0.0
24,99.0,0.0,49.0,1.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,30.0,0.675,0.603,30.0,0.0,0.0,0.0
25,99.0,0.0,49.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,34.0,0.636,0.564,34.0,0.0,0.0,0.0
26,99.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,16.0,0.708,0.661,16.0,0.0,0.0,0.0
27,99.0,0.0,49.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,36.0,0.682,0.593,36.0,0.0,0.0,0.0
28,99.0,0.0,44.0,1.0,5.0,50.0,0.0,0.0,0.0,6.0,27.0,16.0,1.0,50.0,42.0,0.608,0.512,42.0,0.0,0.0,0.0
29,99.0,0.0,49.0,1.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,27.0,0.641,0.573,27.0,0.0,0.0,0.0
30,99.0,0.0,49.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,38.0,0.62,0.533,38.0,0.0,0.0,0.0
31,99.0,0.0,49.0,1.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,22.0,0.665,0.606,22.0,0.0,0.0,0.0
32,99.0,0.0,49.0,1.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,32.0,0.642,0.568,32.0,0.0,0.0,0.0
33,99.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,22.0,0.714,0.646,22.0,0.0,0.0,0.0
34,99.0,0.0,49.0,1.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,21.0,0.681,0.623,21.0,0.0,0.0,0.0
35,99.0,27.0,2.0,2.0,100.0,40.0,0.0,0.0,0.0,9.0,21.0,10.0,0.0,40.0,40.0,0.597,0.505,40.0,0.0,0.0,0.0
36,99.0,0.0,49.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,33.0,0.676,0.592,33.0,0.0,0.0,0.0
37,99.0,0.0,49.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,27.0,0.698,0.62,27.0,0.0,0.0,0.0
38,99.0,0.0,49.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,37.0,0.647,0.559,37.0,0.0,0.0,0.0
39,99.0,0.0,49.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,40.0,0.628,0.536,40.0,0.0,0.0,0.0
40,99.0,0.0,49.0,1.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,33.0,0.652,0.571,33.0,0.0,0.0,0.0
41,99.0,0.0,49.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,35.0,0.649,0.573,35.0,0.0,0.0,0.0
42,99.0,0.0,49.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,37.0,0.647,0.559,37.0,0.0,0.0,0.0
43,99.0,0.0,40.0,1.0,9.0,52.0,0.0,0.0,0.0,7.0,30.0,14.0,1.0,52.0,36.0,0.642,0.55,36.0,0.0,0.0,0.0
44,99.0,0.0,49.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,33.0,0.668,0.576,33.0,0.0,0.0,0.0
45,99.0,0.0,49.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,37.0,0.653,0.564,37.0,0.0,0.0,0.0
46,99.0,0.0,49.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,32.0,0.652,0.582,32.0,0.0,0.0,0.0
47,99.0,0.0,49.0,1.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,30.0,0.637,0.574,30.0,0.0,0.0,0.0
48,99.0,0.0,49.0,1.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,53.0,45.0,0.633,0.532,45.0,0.0,0.0,0.0
49,99.0,0.0,49.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,35.0,0.663,0.575,35.0,0.0,0.0,0.0
50,99.0,39.0,1.0,1.0,126.0,38.0,0.0,0.0,0.0,9.0,20.0,8.0,1.0,38.0,40.0,0.625,0.518,40.0,0.0,0.0,0.0
51,99.0,0.0,49.0,1.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,22.0,0.684,0.624,22.0,0.0,0.0,0.0
52,99.0,0.0,49.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,34.0,0.653,0.565,34.0,0.0,0.0,0.0
53,99.0,0.0,49.0,1.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,37.0,0.623,0.54,37.0,0.0,0.0,0.0
54,99.0,0.0,49.0,1.0,0.0,51.0,0.0,0.0,0.0,3.0,12.0,0.0,36.0,51.0,44.0,0.632,0.53,44.0,0.0,0.0,0.0
55,99.0,3.0,2.0,1.0,53.0,45.0,0.0,0.0,0.0,11.0,23.0,11.0,0.0,45.0,40.0,0.608,0.514,40.0,0.0,0.0,0.0
56,99.0,0.0,49.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,33.0,0.623,0.552,33.0,0.0,0.0,0.0
57,99.0,0.0,49.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,26.0,0.654,0.584,26.0,0.0,0.0,0.0
58,99.0,0.0,49.0,1.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,24.0,0.672,0.608,24.0,0.0,0.0,0.0
59,99.0,0.0,49.0,1.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,34.0,0.658,0.576,34.0,0.0,0.0,0.0
60,99.0,0.0,15.0,1.0,34.0,52.0,0.0,0.0,0.0,10.0,27.0,13.0,2.0,52.0,34.0,0.649,0.553,34.0,0.0,0.0,0.0
