,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter
38,99.0,0.0,49.0,1.0,0.0,84.0,25.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,62.0,0.656,0.566,47.0,15.0,0.0,0.0
39,99.0,0.0,49.0,1.0,0.0,60.0,31.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,68.0,0.629,0.539,42.0,26.0,0.0,0.0
40,99.0,0.0,49.0,1.0,0.0,60.0,23.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,76.0,0.62,0.519,49.0,27.0,0.0,0.0
41,99.0,0.0,49.0,1.0,0.0,55.0,26.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,76.0,0.623,0.524,51.0,25.0,0.0,0.0
42,99.0,0.0,49.0,1.0,0.0,51.0,20.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,88.0,0.604,0.495,63.0,25.0,0.0,0.0
43,99.0,0.0,49.0,1.0,0.0,68.0,33.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,60.0,0.641,0.557,40.0,20.0,0.0,0.0
44,99.0,0.0,49.0,1.0,0.0,67.0,25.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,69.0,0.637,0.54,43.0,26.0,0.0,0.0
45,99.0,0.0,49.0,1.0,0.0,71.0,26.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,68.0,0.628,0.542,52.0,16.0,0.0,0.0
46,99.0,0.0,49.0,1.0,0.0,84.0,39.0,0.0,0.0,0.0,0.0,0.0,123.0,123.0,46.0,0.68,0.607,38.0,8.0,0.0,0.0
47,99.0,0.0,49.0,1.0,0.0,73.0,30.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,62.0,0.633,0.556,47.0,15.0,0.0,0.0
48,99.0,0.0,49.0,1.0,0.0,58.0,27.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,74.0,0.621,0.525,48.0,26.0,0.0,0.0
49,99.0,0.0,49.0,1.0,0.0,67.0,31.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,65.0,0.64,0.558,48.0,17.0,0.0,0.0
50,99.0,0.0,49.0,1.0,0.0,74.0,34.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,55.0,0.661,0.581,42.0,13.0,0.0,0.0
51,99.0,0.0,49.0,1.0,0.0,77.0,25.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0,63.0,0.653,0.561,51.0,12.0,0.0,0.0
52,99.0,0.0,49.0,1.0,0.0,69.0,39.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,55.0,0.675,0.581,42.0,13.0,0.0,0.0
53,99.0,0.0,49.0,1.0,0.0,67.0,37.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,57.0,0.644,0.561,46.0,11.0,0.0,0.0
54,99.0,0.0,49.0,1.0,0.0,55.0,34.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,68.0,0.631,0.542,52.0,16.0,0.0,0.0
55,99.0,0.0,49.0,1.0,0.0,69.0,26.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,66.0,0.62,0.529,49.0,17.0,0.0,0.0
56,99.0,0.0,49.0,1.0,0.0,56.0,26.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,79.0,0.599,0.504,65.0,14.0,0.0,0.0
57,99.0,0.0,49.0,1.0,0.0,71.0,23.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,71.0,0.637,0.541,51.0,20.0,0.0,0.0
58,99.0,0.0,49.0,1.0,0.0,66.0,24.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,71.0,0.634,0.533,51.0,20.0,0.0,0.0
59,99.0,0.0,49.0,1.0,0.0,68.0,17.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,86.0,0.61,0.514,67.0,19.0,0.0,0.0
60,99.0,0.0,49.0,1.0,0.0,66.0,31.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,66.0,0.646,0.551,49.0,17.0,0.0,0.0
61,99.0,0.0,49.0,1.0,0.0,70.0,28.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,65.0,0.651,0.551,48.0,17.0,0.0,0.0
62,99.0,0.0,49.0,1.0,0.0,64.0,25.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,70.0,0.63,0.536,50.0,20.0,0.0,0.0
63,99.0,0.0,49.0,1.0,0.0,67.0,29.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,69.0,0.626,0.541,49.0,20.0,0.0,0.0
64,99.0,0.0,49.0,1.0,0.0,96.0,29.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,46.0,0.688,0.615,34.0,12.0,0.0,0.0
