,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter,Environment Exhaust Time,Printable Exhaust Time,NonPr Exhaust Time,Material Exhaust Time,Print Capacity,Assembling Capacity,Collection Capacity
105,99.0,0.0,49.0,1.0,0.0,91.0,27.0,0.0,0.0,0.0,0.0,0.0,118.0,118.0,47.0,0.659,0.59,32.0,15.0,0.0,0.0,59,30,60,60,91.0,91.0,118.0
106,99.0,0.0,49.0,1.0,0.0,77.0,33.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,57.0,0.633,0.558,44.0,13.0,0.0,0.0,60,0,64,66,77.0,77.0,110.0
107,99.0,0.0,49.0,1.0,0.0,85.0,22.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,62.0,0.647,0.559,49.0,13.0,0.0,0.0,63,48,64,66,85.0,85.0,107.0
108,99.0,0.0,49.0,1.0,0.0,71.0,26.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,66.0,0.638,0.551,50.0,16.0,0.0,0.0,64,26,72,74,71.0,71.0,97.0
109,99.0,0.0,49.0,1.0,0.0,71.0,28.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,68.0,0.626,0.537,53.0,15.0,0.0,0.0,60,54,74,76,71.0,71.0,99.0
110,99.0,0.0,49.0,1.0,0.0,83.0,42.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,40.0,0.673,0.609,31.0,9.0,0.0,0.0,58,26,66,68,83.0,83.0,125.0
111,99.0,0.0,49.0,1.0,0.0,63.0,21.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,81.0,0.61,0.513,66.0,15.0,0.0,0.0,67,34,72,74,63.0,63.0,84.0
112,99.0,0.0,49.0,1.0,0.0,74.0,33.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,56.0,0.653,0.574,42.0,14.0,0.0,0.0,62,30,66,68,74.0,74.0,107.0
113,99.0,0.0,49.0,1.0,0.0,62.0,20.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,81.0,0.618,0.508,66.0,15.0,0.0,0.0,77,36,76,78,62.0,62.0,82.0
114,99.0,0.0,49.0,1.0,0.0,80.0,29.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,62.0,0.665,0.574,45.0,17.0,0.0,0.0,64,34,68,68,80.0,80.0,109.0
115,99.0,0.0,49.0,1.0,0.0,70.0,21.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,80.0,0.62,0.524,64.0,16.0,0.0,0.0,77,42,74,64,70.0,70.0,91.0
116,99.0,0.0,49.0,1.0,0.0,69.0,31.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,63.0,0.639,0.545,49.0,14.0,0.0,0.0,68,32,68,70,69.0,69.0,100.0
117,99.0,0.0,49.0,1.0,0.0,81.0,41.0,0.0,0.0,0.0,0.0,0.0,122.0,122.0,41.0,0.687,0.619,31.0,10.0,0.0,0.0,56,42,62,62,81.0,81.0,122.0
118,99.0,0.0,49.0,1.0,0.0,76.0,35.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,56.0,0.652,0.574,43.0,13.0,0.0,0.0,60,40,64,66,76.0,76.0,111.0
119,99.0,0.0,49.0,1.0,0.0,72.0,26.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,65.0,0.637,0.543,52.0,13.0,0.0,0.0,63,40,66,66,72.0,72.0,98.0
120,99.0,0.0,49.0,1.0,0.0,88.0,29.0,0.0,0.0,0.0,0.0,0.0,117.0,117.0,56.0,0.674,0.595,45.0,11.0,0.0,0.0,61,30,66,66,88.0,88.0,117.0
121,99.0,0.0,49.0,1.0,0.0,82.0,26.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,59.0,0.67,0.58,44.0,15.0,0.0,0.0,62,30,62,62,82.0,82.0,108.0
122,99.0,0.0,49.0,1.0,0.0,75.0,34.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,52.0,0.658,0.581,44.0,8.0,0.0,0.0,60,46,68,68,75.0,75.0,109.0
123,99.0,0.0,49.0,1.0,0.0,89.0,32.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,48.0,0.671,0.601,41.0,7.0,0.0,0.0,63,54,62,64,89.0,89.0,121.0
